country,iso3,who_region,month_start,month_lab,cases,deaths
Czechia,CZE,EURO,01/09/2023,Sep-23,0,0
Czechia,CZE,EURO,01/10/2023,Oct-23,0,0
Democratic Republic of the Congo,COD,AFRO,01/05/2022,May-22,10,0
Democratic Republic of the Congo,COD,AFRO,01/06/2022,Jun-22,90,0
Democratic Republic of the Congo,COD,AFRO,01/07/2022,Jul-22,0,0
Democratic Republic of the Congo,COD,AFRO,01/08/2022,Aug-22,74,0
Democratic Republic of the Congo,COD,AFRO,01/09/2022,Sep-22,28,0
Democratic Republic of the Congo,COD,AFRO,01/10/2022,Oct-22,49,0
Democratic Republic of the Congo,COD,AFRO,01/11/2022,Nov-22,21,0
Democratic Republic of the Congo,COD,AFRO,01/12/2022,Dec-22,7,0
Democratic Republic of the Congo,COD,AFRO,01/01/2023,Jan-23,98,0
Democratic Republic of the Congo,COD,AFRO,01/02/2023,Feb-23,43,0
Democratic Republic of the Congo,COD,AFRO,01/03/2023,Mar-23,33,0
Democratic Republic of the Congo,COD,AFRO,01/04/2023,Apr-23,105,0
Democratic Republic of the Congo,COD,AFRO,01/05/2023,May-23,85,2
Democratic Republic of the Congo,COD,AFRO,01/06/2023,Jun-23,116,0
Democratic Republic of the Congo,COD,AFRO,01/07/2023,Jul-23,75,0
Democratic Republic of the Congo,COD,AFRO,01/08/2023,Aug-23,46,0
Democratic Republic of the Congo,COD,AFRO,01/09/2023,Sep-23,9,0
Democratic Republic of the Congo,COD,AFRO,01/10/2023,Oct-23,0,0
Denmark,DNK,EURO,01/05/2022,May-22,2,0
Denmark,DNK,EURO,01/06/2022,Jun-22,18,0
Denmark,DNK,EURO,01/07/2022,Jul-22,61,0
Denmark,DNK,EURO,01/08/2022,Aug-22,93,0
Denmark,DNK,EURO,01/09/2022,Sep-22,11,0
Denmark,DNK,EURO,01/10/2022,Oct-22,6,0
Denmark,DNK,EURO,01/11/2022,Nov-22,0,0
Denmark,DNK,EURO,01/12/2022,Dec-22,1,0
Denmark,DNK,EURO,01/01/2023,Jan-23,4,0
Denmark,DNK,EURO,01/02/2023,Feb-23,0,0
Denmark,DNK,EURO,01/03/2023,Mar-23,0,0
Denmark,DNK,EURO,01/04/2023,Apr-23,0,0
Denmark,DNK,EURO,01/05/2023,May-23,0,0
Denmark,DNK,EURO,01/06/2023,Jun-23,0,0
Denmark,DNK,EURO,01/07/2023,Jul-23,0,0
Denmark,DNK,EURO,01/08/2023,Aug-23,0,0
Denmark,DNK,EURO,01/09/2023,Sep-23,2,0
Denmark,DNK,EURO,01/10/2023,Oct-23,0,0
Dominican Republic,DOM,AMRO,01/07/2022,Jul-22,3,0
Dominican Republic,DOM,AMRO,01/08/2022,Aug-22,4,0
Dominican Republic,DOM,AMRO,01/09/2022,Sep-22,24,0
Dominican Republic,DOM,AMRO,01/10/2022,Oct-22,21,0
Dominican Republic,DOM,AMRO,01/11/2022,Nov-22,0,0
Dominican Republic,DOM,AMRO,01/12/2022,Dec-22,0,0
Dominican Republic,DOM,AMRO,01/01/2023,Jan-23,0,0
Dominican Republic,DOM,AMRO,01/02/2023,Feb-23,0,0
Dominican Republic,DOM,AMRO,01/03/2023,Mar-23,0,0
Dominican Republic,DOM,AMRO,01/04/2023,Apr-23,0,0
Dominican Republic,DOM,AMRO,01/05/2023,May-23,0,0
Dominican Republic,DOM,AMRO,01/06/2023,Jun-23,0,0
Dominican Republic,DOM,AMRO,01/07/2023,Jul-23,0,0
Dominican Republic,DOM,AMRO,01/08/2023,Aug-23,0,0
Dominican Republic,DOM,AMRO,01/09/2023,Sep-23,0,0
Dominican Republic,DOM,AMRO,01/10/2023,Oct-23,0,0
Ecuador,ECU,AMRO,01/07/2022,Jul-22,3,0
Ecuador,ECU,AMRO,01/08/2022,Aug-22,50,0
Ecuador,ECU,AMRO,01/09/2022,Sep-22,67,0
Ecuador,ECU,AMRO,01/10/2022,Oct-22,123,0
Ecuador,ECU,AMRO,01/11/2022,Nov-22,103,0
Ecuador,ECU,AMRO,01/12/2022,Dec-22,95,2
Ecuador,ECU,AMRO,01/01/2023,Jan-23,37,0
Ecuador,ECU,AMRO,01/02/2023,Feb-23,32,1
Ecuador,ECU,AMRO,01/03/2023,Mar-23,20,0
Ecuador,ECU,AMRO,01/04/2023,Apr-23,3,0
Ecuador,ECU,AMRO,01/05/2023,May-23,0,0
Ecuador,ECU,AMRO,01/06/2023,Jun-23,0,0
Ecuador,ECU,AMRO,01/07/2023,Jul-23,24,0
Ecuador,ECU,AMRO,01/08/2023,Aug-23,0,0
Ecuador,ECU,AMRO,01/09/2023,Sep-23,0,0
Ecuador,ECU,AMRO,01/10/2023,Oct-23,0,0
Egypt,EGY,EMRO,01/09/2022,Sep-22,1,0
Egypt,EGY,EMRO,01/12/2022,Dec-22,2,0
El Salvador,SLV,AMRO,01/08/2022,Aug-22,1,0
El Salvador,SLV,AMRO,01/09/2022,Sep-22,6,0
El Salvador,SLV,AMRO,01/10/2022,Oct-22,6,0
El Salvador,SLV,AMRO,01/11/2022,Nov-22,8,0
El Salvador,SLV,AMRO,01/12/2022,Dec-22,48,0
El Salvador,SLV,AMRO,01/01/2023,Jan-23,19,0
El Salvador,SLV,AMRO,01/02/2023,Feb-23,8,0
El Salvador,SLV,AMRO,01/03/2023,Mar-23,2,0
El Salvador,SLV,AMRO,01/04/2023,Apr-23,6,0
El Salvador,SLV,AMRO,01/05/2023,May-23,0,0
El Salvador,SLV,AMRO,01/06/2023,Jun-23,0,0
El Salvador,SLV,AMRO,01/07/2023,Jul-23,0,0
El Salvador,SLV,AMRO,01/08/2023,Aug-23,0,0
El Salvador,SLV,AMRO,01/09/2023,Sep-23,0,0
El Salvador,SLV,AMRO,01/10/2023,Oct-23,0,0
Estonia,EST,EURO,01/06/2022,Jun-22,1,0
Estonia,EST,EURO,01/07/2022,Jul-22,4,0
Estonia,EST,EURO,01/08/2022,Aug-22,5,0
Estonia,EST,EURO,01/09/2022,Sep-22,1,0
Estonia,EST,EURO,01/10/2022,Oct-22,0,0
Estonia,EST,EURO,01/11/2022,Nov-22,0,0
Estonia,EST,EURO,01/12/2022,Dec-22,0,0
Estonia,EST,EURO,01/01/2023,Jan-23,0,0
Estonia,EST,EURO,01/02/2023,Feb-23,0,0
Estonia,EST,EURO,01/03/2023,Mar-23,0,0
Estonia,EST,EURO,01/04/2023,Apr-23,0,0
Estonia,EST,EURO,01/05/2023,May-23,0,0
Estonia,EST,EURO,01/06/2023,Jun-23,0,0
Estonia,EST,EURO,01/07/2023,Jul-23,0,0
Estonia,EST,EURO,01/08/2023,Aug-23,0,0
Estonia,EST,EURO,01/09/2023,Sep-23,0,0
Estonia,EST,EURO,01/10/2023,Oct-23,0,0
Finland,FIN,EURO,01/05/2022,May-22,1,0
Finland,FIN,EURO,01/06/2022,Jun-22,3,0
Finland,FIN,EURO,01/07/2022,Jul-22,13,0
Finland,FIN,EURO,01/08/2022,Aug-22,5,0
Finland,FIN,EURO,01/09/2022,Sep-22,18,0
Finland,FIN,EURO,01/10/2022,Oct-22,1,0
Finland,FIN,EURO,01/11/2022,Nov-22,1,0
Finland,FIN,EURO,01/12/2022,Dec-22,0,0
Finland,FIN,EURO,01/01/2023,Jan-23,0,0
Finland,FIN,EURO,01/02/2023,Feb-23,0,0
Finland,FIN,EURO,01/03/2023,Mar-23,0,0
Finland,FIN,EURO,01/04/2023,Apr-23,0,0
Finland,FIN,EURO,01/05/2023,May-23,0,0
Finland,FIN,EURO,01/06/2023,Jun-23,0,0
Finland,FIN,EURO,01/07/2023,Jul-23,0,0
Finland,FIN,EURO,01/08/2023,Aug-23,0,0
Finland,FIN,EURO,01/09/2023,Sep-23,0,0
Finland,FIN,EURO,01/10/2023,Oct-23,1,0
France,FRA,EURO,01/05/2022,May-22,17,0
France,FRA,EURO,01/06/2022,Jun-22,481,0
France,FRA,EURO,01/07/2022,Jul-22,1339,0
France,FRA,EURO,01/08/2022,Aug-22,1710,0
France,FRA,EURO,01/09/2022,Sep-22,452,0
France,FRA,EURO,01/10/2022,Oct-22,95,0
France,FRA,EURO,01/11/2022,Nov-22,13,0
France,FRA,EURO,01/12/2022,Dec-22,7,0
France,FRA,EURO,01/01/2023,Jan-23,14,0
France,FRA,EURO,01/02/2023,Feb-23,0,0
France,FRA,EURO,01/03/2023,Mar-23,0,0
France,FRA,EURO,01/04/2023,Apr-23,16,0
France,FRA,EURO,01/05/2023,May-23,2,0
France,FRA,EURO,01/06/2023,Jun-23,0,0
France,FRA,EURO,01/07/2023,Jul-23,1,0
France,FRA,EURO,01/08/2023,Aug-23,3,0
France,FRA,EURO,01/09/2023,Sep-23,8,0
France,FRA,EURO,01/10/2023,Oct-23,3,0
Georgia,GEO,EURO,01/06/2022,Jun-22,1,0
Georgia,GEO,EURO,01/07/2022,Jul-22,0,0
Georgia,GEO,EURO,01/08/2022,Aug-22,1,0
Georgia,GEO,EURO,01/09/2022,Sep-22,0,0
Georgia,GEO,EURO,01/10/2022,Oct-22,0,0
Georgia,GEO,EURO,01/11/2022,Nov-22,0,0
Georgia,GEO,EURO,01/12/2022,Dec-22,0,0
Georgia,GEO,EURO,01/01/2023,Jan-23,0,0
Georgia,GEO,EURO,01/02/2023,Feb-23,0,0
Georgia,GEO,EURO,01/03/2023,Mar-23,0,0
Georgia,GEO,EURO,01/04/2023,Apr-23,0,0
Georgia,GEO,EURO,01/05/2023,May-23,0,0
Georgia,GEO,EURO,01/06/2023,Jun-23,0,0
Georgia,GEO,EURO,01/07/2023,Jul-23,0,0
Georgia,GEO,EURO,01/08/2023,Aug-23,0,0
Georgia,GEO,EURO,01/09/2023,Sep-23,0,0
Georgia,GEO,EURO,01/10/2023,Oct-23,0,0
Germany,DEU,EURO,01/05/2022,May-22,33,0
Germany,DEU,EURO,01/06/2022,Jun-22,936,0
Germany,DEU,EURO,01/07/2022,Jul-22,1626,0
Germany,DEU,EURO,01/08/2022,Aug-22,872,0
Germany,DEU,EURO,01/09/2022,Sep-22,158,0
Germany,DEU,EURO,01/10/2022,Oct-22,37,0
Germany,DEU,EURO,01/11/2022,Nov-22,9,0
Germany,DEU,EURO,01/12/2022,Dec-22,5,0
Germany,DEU,EURO,01/01/2023,Jan-23,16,0
Germany,DEU,EURO,01/02/2023,Feb-23,0,0
Germany,DEU,EURO,01/03/2023,Mar-23,0,0
Germany,DEU,EURO,01/04/2023,Apr-23,0,0
Germany,DEU,EURO,01/05/2023,May-23,-1,0
Germany,DEU,EURO,01/06/2023,Jun-23,0,0
Germany,DEU,EURO,01/07/2023,Jul-23,0,0
Germany,DEU,EURO,01/08/2023,Aug-23,3,0
Germany,DEU,EURO,01/09/2023,Sep-23,14,0
Germany,DEU,EURO,01/10/2023,Oct-23,49,0
Ghana,GHA,AFRO,01/02/2022,Feb-22,1,0
Ghana,GHA,AFRO,01/03/2022,Mar-22,1,0
Ghana,GHA,AFRO,01/04/2022,Apr-22,0,0
Ghana,GHA,AFRO,01/05/2022,May-22,0,0
Ghana,GHA,AFRO,01/06/2022,Jun-22,21,0
Ghana,GHA,AFRO,01/07/2022,Jul-22,28,1
Ghana,GHA,AFRO,01/08/2022,Aug-22,34,3
Ghana,GHA,AFRO,01/09/2022,Sep-22,19,0
Ghana,GHA,AFRO,01/10/2022,Oct-22,3,0
Ghana,GHA,AFRO,01/11/2022,Nov-22,3,0
Ghana,GHA,AFRO,01/12/2022,Dec-22,11,0
Ghana,GHA,AFRO,01/01/2023,Jan-23,2,0
Ghana,GHA,AFRO,01/02/2023,Feb-23,0,0
Ghana,GHA,AFRO,01/03/2023,Mar-23,1,0
Ghana,GHA,AFRO,01/04/2023,Apr-23,1,0
Ghana,GHA,AFRO,01/05/2023,May-23,2,0
Ghana,GHA,AFRO,01/06/2023,Jun-23,0,0
Ghana,GHA,AFRO,01/07/2023,Jul-23,0,0
Ghana,GHA,AFRO,01/08/2023,Aug-23,0,0
Ghana,GHA,AFRO,01/09/2023,Sep-23,0,0
Ghana,GHA,AFRO,01/10/2023,Oct-23,0,0
Gibraltar,GIB,EURO,01/06/2022,Jun-22,1,0
Gibraltar,GIB,EURO,01/07/2022,Jul-22,4,0
Gibraltar,GIB,EURO,01/08/2022,Aug-22,1,0
Gibraltar,GIB,EURO,01/09/2022,Sep-22,0,0
Gibraltar,GIB,EURO,01/10/2022,Oct-22,0,0
Gibraltar,GIB,EURO,01/11/2022,Nov-22,0,0
Gibraltar,GIB,EURO,01/12/2022,Dec-22,0,0
Gibraltar,GIB,EURO,01/01/2023,Jan-23,0,0
Gibraltar,GIB,EURO,01/02/2023,Feb-23,0,0
Gibraltar,GIB,EURO,01/03/2023,Mar-23,0,0
Gibraltar,GIB,EURO,01/04/2023,Apr-23,0,0
Gibraltar,GIB,EURO,01/05/2023,May-23,0,0
Gibraltar,GIB,EURO,01/06/2023,Jun-23,0,0
Gibraltar,GIB,EURO,01/07/2023,Jul-23,0,0
Gibraltar,GIB,EURO,01/08/2023,Aug-23,0,0
Gibraltar,GIB,EURO,01/09/2023,Sep-23,0,0
Gibraltar,GIB,EURO,01/10/2023,Oct-23,0,0
Greece,GRC,EURO,01/06/2022,Jun-22,3,0
Greece,GRC,EURO,01/07/2022,Jul-22,29,0
Greece,GRC,EURO,01/08/2022,Aug-22,24,0
Greece,GRC,EURO,01/09/2022,Sep-22,24,0
Greece,GRC,EURO,01/10/2022,Oct-22,4,0
Greece,GRC,EURO,01/11/2022,Nov-22,1,0
Greece,GRC,EURO,01/12/2022,Dec-22,0,0
Greece,GRC,EURO,01/01/2023,Jan-23,1,0
Greece,GRC,EURO,01/02/2023,Feb-23,0,0
Greece,GRC,EURO,01/03/2023,Mar-23,1,0
Greece,GRC,EURO,01/04/2023,Apr-23,0,0
Greece,GRC,EURO,01/05/2023,May-23,1,0
Greece,GRC,EURO,01/06/2023,Jun-23,0,0
Greece,GRC,EURO,01/07/2023,Jul-23,0,0
Greece,GRC,EURO,01/08/2023,Aug-23,0,0
Greece,GRC,EURO,01/09/2023,Sep-23,0,0
Greece,GRC,EURO,01/10/2023,Oct-23,0,0
Greenland,GRL,EURO,01/08/2022,Aug-22,2,0
Greenland,GRL,EURO,01/09/2022,Sep-22,0,0
Greenland,GRL,EURO,01/10/2022,Oct-22,0,0
Greenland,GRL,EURO,01/11/2022,Nov-22,0,0
Greenland,GRL,EURO,01/12/2022,Dec-22,0,0
Greenland,GRL,EURO,01/01/2023,Jan-23,0,0
Greenland,GRL,EURO,01/02/2023,Feb-23,0,0
Greenland,GRL,EURO,01/03/2023,Mar-23,0,0
Greenland,GRL,EURO,01/04/2023,Apr-23,0,0
Greenland,GRL,EURO,01/05/2023,May-23,0,0
Greenland,GRL,EURO,01/06/2023,Jun-23,0,0
Greenland,GRL,EURO,01/07/2023,Jul-23,0,0
Greenland,GRL,EURO,01/08/2023,Aug-23,0,0
Greenland,GRL,EURO,01/09/2023,Sep-23,0,0
Greenland,GRL,EURO,01/10/2023,Oct-23,0,0
Guadeloupe,GLP,AMRO,01/08/2022,Aug-22,1,0
Guadeloupe,GLP,AMRO,01/09/2022,Sep-22,0,0
Guadeloupe,GLP,AMRO,01/10/2022,Oct-22,0,0
Guadeloupe,GLP,AMRO,01/11/2022,Nov-22,0,0
Guadeloupe,GLP,AMRO,01/12/2022,Dec-22,0,0
Guadeloupe,GLP,AMRO,01/01/2023,Jan-23,0,0
Guadeloupe,GLP,AMRO,01/02/2023,Feb-23,0,0
Guadeloupe,GLP,AMRO,01/03/2023,Mar-23,0,0
Guadeloupe,GLP,AMRO,01/04/2023,Apr-23,0,0
Guadeloupe,GLP,AMRO,01/05/2023,May-23,0,0
Guadeloupe,GLP,AMRO,01/06/2023,Jun-23,0,0
Guadeloupe,GLP,AMRO,01/07/2023,Jul-23,0,0
Guadeloupe,GLP,AMRO,01/08/2023,Aug-23,0,0
Guadeloupe,GLP,AMRO,01/09/2023,Sep-23,0,0
Guadeloupe,GLP,AMRO,01/10/2023,Oct-23,0,0
Guam,GUM,WPRO,01/09/2022,Sep-22,1,0
Guatemala,GTM,AMRO,01/08/2022,Aug-22,10,0
Guatemala,GTM,AMRO,01/09/2022,Sep-22,17,0
Guatemala,GTM,AMRO,01/10/2022,Oct-22,47,0
Guatemala,GTM,AMRO,01/11/2022,Nov-22,118,0
Guatemala,GTM,AMRO,01/12/2022,Dec-22,67,0
Guatemala,GTM,AMRO,01/01/2023,Jan-23,89,0
Guatemala,GTM,AMRO,01/02/2023,Feb-23,35,0
Guatemala,GTM,AMRO,01/03/2023,Mar-23,21,0
Guatemala,GTM,AMRO,01/04/2023,Apr-23,0,1
Guatemala,GTM,AMRO,01/05/2023,May-23,1,0
Guatemala,GTM,AMRO,01/06/2023,Jun-23,0,0
Guatemala,GTM,AMRO,01/07/2023,Jul-23,0,0
Guatemala,GTM,AMRO,01/08/2023,Aug-23,0,0
Guatemala,GTM,AMRO,01/09/2023,Sep-23,0,0
Guatemala,GTM,AMRO,01/10/2023,Oct-23,0,0
Guyana,GUY,AMRO,01/08/2022,Aug-22,2,0
Guyana,GUY,AMRO,01/09/2022,Sep-22,0,0
Guyana,GUY,AMRO,01/10/2022,Oct-22,0,0
Guyana,GUY,AMRO,01/11/2022,Nov-22,0,0
Guyana,GUY,AMRO,01/12/2022,Dec-22,0,0
Guyana,GUY,AMRO,01/01/2023,Jan-23,0,0
Guyana,GUY,AMRO,01/02/2023,Feb-23,0,0
Guyana,GUY,AMRO,01/03/2023,Mar-23,0,0
Guyana,GUY,AMRO,01/04/2023,Apr-23,0,0
Guyana,GUY,AMRO,01/05/2023,May-23,0,0
Guyana,GUY,AMRO,01/06/2023,Jun-23,0,0
Guyana,GUY,AMRO,01/07/2023,Jul-23,0,0
Guyana,GUY,AMRO,01/08/2023,Aug-23,0,0
Guyana,GUY,AMRO,01/09/2023,Sep-23,0,0
Guyana,GUY,AMRO,01/10/2023,Oct-23,0,0
Honduras,HND,AMRO,01/08/2022,Aug-22,4,0
Honduras,HND,AMRO,01/09/2022,Sep-22,2,0
Honduras,HND,AMRO,01/10/2022,Oct-22,1,0
Honduras,HND,AMRO,01/11/2022,Nov-22,4,0
Honduras,HND,AMRO,01/12/2022,Dec-22,0,0
Honduras,HND,AMRO,01/01/2023,Jan-23,2,0
Honduras,HND,AMRO,01/02/2023,Feb-23,5,0
Honduras,HND,AMRO,01/03/2023,Mar-23,22,0
Honduras,HND,AMRO,01/04/2023,Apr-23,2,0
Honduras,HND,AMRO,01/05/2023,May-23,2,0
Honduras,HND,AMRO,01/06/2023,Jun-23,0,0
Honduras,HND,AMRO,01/07/2023,Jul-23,0,0
Honduras,HND,AMRO,01/08/2023,Aug-23,0,0
Honduras,HND,AMRO,01/09/2023,Sep-23,0,0
Honduras,HND,AMRO,01/10/2023,Oct-23,0,0
Hungary,HUN,EURO,01/05/2022,May-22,1,0
Hungary,HUN,EURO,01/06/2022,Jun-22,17,0
Hungary,HUN,EURO,01/07/2022,Jul-22,19,0
Hungary,HUN,EURO,01/08/2022,Aug-22,33,0
Hungary,HUN,EURO,01/09/2022,Sep-22,7,0
Hungary,HUN,EURO,01/10/2022,Oct-22,3,0
Hungary,HUN,EURO,01/11/2022,Nov-22,0,0
Hungary,HUN,EURO,01/12/2022,Dec-22,0,0
Hungary,HUN,EURO,01/01/2023,Jan-23,0,0
Hungary,HUN,EURO,01/02/2023,Feb-23,0,0
Hungary,HUN,EURO,01/03/2023,Mar-23,0,0
Hungary,HUN,EURO,01/04/2023,Apr-23,0,0
Hungary,HUN,EURO,01/05/2023,May-23,0,0
Hungary,HUN,EURO,01/06/2023,Jun-23,0,0
Hungary,HUN,EURO,01/07/2023,Jul-23,0,0
Hungary,HUN,EURO,01/08/2023,Aug-23,0,0
Hungary,HUN,EURO,01/09/2023,Sep-23,0,0
Hungary,HUN,EURO,01/10/2023,Oct-23,1,0
Iceland,ISL,EURO,01/06/2022,Jun-22,4,0
Iceland,ISL,EURO,01/07/2022,Jul-22,5,0
Iceland,ISL,EURO,01/08/2022,Aug-22,3,0
Iceland,ISL,EURO,01/09/2022,Sep-22,2,0
Iceland,ISL,EURO,01/10/2022,Oct-22,2,0
Iceland,ISL,EURO,01/11/2022,Nov-22,0,0
Iceland,ISL,EURO,01/12/2022,Dec-22,0,0
Iceland,ISL,EURO,01/01/2023,Jan-23,0,0
Iceland,ISL,EURO,01/02/2023,Feb-23,0,0
Iceland,ISL,EURO,01/03/2023,Mar-23,0,0
Iceland,ISL,EURO,01/04/2023,Apr-23,0,0
Iceland,ISL,EURO,01/05/2023,May-23,0,0
Iceland,ISL,EURO,01/06/2023,Jun-23,0,0
Iceland,ISL,EURO,01/07/2023,Jul-23,0,0
Iceland,ISL,EURO,01/08/2023,Aug-23,0,0
Iceland,ISL,EURO,01/09/2023,Sep-23,1,0
Iceland,ISL,EURO,01/10/2023,Oct-23,0,0
India,IND,SEARO,01/07/2022,Jul-22,4,0
India,IND,SEARO,01/08/2022,Aug-22,6,1
India,IND,SEARO,01/09/2022,Sep-22,2,0
India,IND,SEARO,01/10/2022,Oct-22,5,0
India,IND,SEARO,01/11/2022,Nov-22,0,0
India,IND,SEARO,01/12/2022,Dec-22,3,0
India,IND,SEARO,01/01/2023,Jan-23,2,0
India,IND,SEARO,01/02/2023,Feb-23,0,0
India,IND,SEARO,01/03/2023,Mar-23,0,0
India,IND,SEARO,01/04/2023,Apr-23,0,0
India,IND,SEARO,01/05/2023,May-23,0,0
India,IND,SEARO,01/06/2023,Jun-23,0,0
India,IND,SEARO,01/07/2023,Jul-23,0,0
India,IND,SEARO,01/08/2023,Aug-23,0,0
India,IND,SEARO,01/09/2023,Sep-23,5,0
India,IND,SEARO,01/10/2023,Oct-23,0,0
Indonesia,IDN,SEARO,01/08/2022,Aug-22,1,0
Indonesia,IDN,SEARO,01/09/2022,Sep-22,0,0
Indonesia,IDN,SEARO,01/10/2022,Oct-22,0,0
Indonesia,IDN,SEARO,01/11/2022,Nov-22,0,0
Indonesia,IDN,SEARO,01/12/2022,Dec-22,0,0
Indonesia,IDN,SEARO,01/01/2023,Jan-23,0,0
Indonesia,IDN,SEARO,01/02/2023,Feb-23,0,0
Indonesia,IDN,SEARO,01/03/2023,Mar-23,0,0
Indonesia,IDN,SEARO,01/04/2023,Apr-23,0,0
Indonesia,IDN,SEARO,01/05/2023,May-23,0,0
Indonesia,IDN,SEARO,01/06/2023,Jun-23,0,0
Indonesia,IDN,SEARO,01/07/2023,Jul-23,0,0
Indonesia,IDN,SEARO,01/08/2023,Aug-23,0,0
Indonesia,IDN,SEARO,01/09/2023,Sep-23,0,0
Indonesia,IDN,SEARO,01/10/2023,Oct-23,29,0
Iran (Islamic Republic of),IRN,EMRO,01/08/2022,Aug-22,1,0
Ireland,IRL,EURO,01/05/2022,May-22,9,0
Ireland,IRL,EURO,01/06/2022,Jun-22,30,0
Ireland,IRL,EURO,01/07/2022,Jul-22,46,0
Ireland,IRL,EURO,01/08/2022,Aug-22,59,0
Ireland,IRL,EURO,01/09/2022,Sep-22,39,0
Ireland,IRL,EURO,01/10/2022,Oct-22,23,0
Ireland,IRL,EURO,01/11/2022,Nov-22,14,0
Ireland,IRL,EURO,01/12/2022,Dec-22,5,0
Ireland,IRL,EURO,01/01/2023,Jan-23,3,0
Ireland,IRL,EURO,01/02/2023,Feb-23,0,0
Ireland,IRL,EURO,01/03/2023,Mar-23,0,0
Ireland,IRL,EURO,01/04/2023,Apr-23,0,0
Ireland,IRL,EURO,01/05/2023,May-23,1,0
Ireland,IRL,EURO,01/06/2023,Jun-23,0,0
Ireland,IRL,EURO,01/07/2023,Jul-23,0,0
Ireland,IRL,EURO,01/08/2023,Aug-23,0,0
Ireland,IRL,EURO,01/09/2023,Sep-23,10,0
Ireland,IRL,EURO,01/10/2023,Oct-23,3,0
Israel,ISR,EURO,01/05/2022,May-22,2,0
Israel,ISR,EURO,01/06/2022,Jun-22,40,0
Israel,ISR,EURO,01/07/2022,Jul-22,79,0
Israel,ISR,EURO,01/08/2022,Aug-22,113,0
Israel,ISR,EURO,01/09/2022,Sep-22,16,0
Israel,ISR,EURO,01/10/2022,Oct-22,12,0
Israel,ISR,EURO,01/11/2022,Nov-22,0,0
Israel,ISR,EURO,01/12/2022,Dec-22,0,0
Israel,ISR,EURO,01/01/2023,Jan-23,0,0
Israel,ISR,EURO,01/02/2023,Feb-23,0,0
Israel,ISR,EURO,01/03/2023,Mar-23,0,0
Israel,ISR,EURO,01/04/2023,Apr-23,0,0
Israel,ISR,EURO,01/05/2023,May-23,0,0
Israel,ISR,EURO,01/06/2023,Jun-23,1,0
Israel,ISR,EURO,01/07/2023,Jul-23,0,0
Israel,ISR,EURO,01/08/2023,Aug-23,0,0
Israel,ISR,EURO,01/09/2023,Sep-23,0,0
Israel,ISR,EURO,01/10/2023,Oct-23,-1,0
Italy,ITA,EURO,01/05/2022,May-22,14,0
Italy,ITA,EURO,01/06/2022,Jun-22,145,0
Italy,ITA,EURO,01/07/2022,Jul-22,267,0
Italy,ITA,EURO,01/08/2022,Aug-22,334,0
Italy,ITA,EURO,01/09/2022,Sep-22,90,0
Italy,ITA,EURO,01/10/2022,Oct-22,44,0
Italy,ITA,EURO,01/11/2022,Nov-22,26,0
Italy,ITA,EURO,01/12/2022,Dec-22,18,0
Italy,ITA,EURO,01/01/2023,Jan-23,16,0
Italy,ITA,EURO,01/02/2023,Feb-23,3,0
Italy,ITA,EURO,01/03/2023,Mar-23,0,0
Italy,ITA,EURO,01/04/2023,Apr-23,0,0
Italy,ITA,EURO,01/05/2023,May-23,0,0
Italy,ITA,EURO,01/06/2023,Jun-23,0,0
Italy,ITA,EURO,01/07/2023,Jul-23,0,0
Italy,ITA,EURO,01/08/2023,Aug-23,1,0
Italy,ITA,EURO,01/09/2023,Sep-23,5,0
Italy,ITA,EURO,01/10/2023,Oct-23,3,0
Jamaica,JAM,AMRO,01/07/2022,Jul-22,2,0
Jamaica,JAM,AMRO,01/08/2022,Aug-22,5,0
Jamaica,JAM,AMRO,01/09/2022,Sep-22,7,0
Jamaica,JAM,AMRO,01/10/2022,Oct-22,2,0
Jamaica,JAM,AMRO,01/11/2022,Nov-22,2,0
Jamaica,JAM,AMRO,01/12/2022,Dec-22,0,0
Jamaica,JAM,AMRO,01/01/2023,Jan-23,0,0
Jamaica,JAM,AMRO,01/02/2023,Feb-23,0,0
Jamaica,JAM,AMRO,01/03/2023,Mar-23,3,0
Jamaica,JAM,AMRO,01/04/2023,Apr-23,0,0
Jamaica,JAM,AMRO,01/05/2023,May-23,0,0
Jamaica,JAM,AMRO,01/06/2023,Jun-23,0,0
Jamaica,JAM,AMRO,01/07/2023,Jul-23,0,0
Jamaica,JAM,AMRO,01/08/2023,Aug-23,0,0
Jamaica,JAM,AMRO,01/09/2023,Sep-23,0,0
Jamaica,JAM,AMRO,01/10/2023,Oct-23,0,0
Japan,JPN,WPRO,01/01/2022,Jan-22,0,0
Japan,JPN,WPRO,01/07/2022,Jul-22,2,0
Japan,JPN,WPRO,01/08/2022,Aug-22,2,0
Japan,JPN,WPRO,01/09/2022,Sep-22,2,0
Japan,JPN,WPRO,01/10/2022,Oct-22,1,0
Japan,JPN,WPRO,01/12/2022,Dec-22,1,0
Japan,JPN,WPRO,01/01/2023,Jan-23,7,0
Japan,JPN,WPRO,01/02/2023,Feb-23,7,0
Japan,JPN,WPRO,01/03/2023,Mar-23,60,0
Japan,JPN,WPRO,01/04/2023,Apr-23,39,0
Japan,JPN,WPRO,01/05/2023,May-23,42,0
Japan,JPN,WPRO,01/06/2023,Jun-23,23,0
Japan,JPN,WPRO,01/07/2023,Jul-23,8,0
Japan,JPN,WPRO,01/08/2023,Aug-23,1,0
Japan,JPN,WPRO,01/09/2023,Sep-23,11,0
